ltable_title,ltable_description,ltable_brand,ltable_specTableContent,rtable_title,rtable_description,rtable_brand,rtable_specTableContent,label,pair_id
corsair vengeance black cmz16gx3m2a1600c10 16gb 2x8gb ddr3 1600 cl10 1 5v dual channel memory kit 1600mhz ncix,,,quick specs cas latency cl10 error checking non ecc number of modules 2 x 8 gb number of pins 240 pin signal processing unbuffered limited warranty lifetime form factor dimm memory speed 1600 mhz memory size 16 gb memory technology ddr3 sdram memory standard ddr3 1600 pc3 12800 productid 1021322346,corsair vengeance led 16gb 2 x 8gb ddr4 3000 memory cmu16gx4m2c3000c15 pcpartpicker australia,,corsair,,0,8829464#13843766
datatraveler microduo 16 go usb 3 1,,kingston,,transcend 8gb usb flash drive 2 0 memory storage unique photo,8gb usb flash drive,,,0,4205802#17367657
hpe ddr2 8 gb 2 x 4 dimm 240 pin 408854 b21 server memory cdw com,boost the capabilities of your hp workstation and keep it performing reliably with hp memory upgrading your memory is a cost effective way to improve system performance when insufficient memory and hard drive paging is slowing your applications down,,,hp 483403 b21 2bwr 4gbx2 240p pc2 5300 cl5 36c 256x4 ddr2 667 2rx4 ecc rdimm low power 487005 0,483403 b21 2bwr 4gbx2 240p pc2 5300 cl5 36c 256x4 ddr2 667 2rx4 ecc rdimm low power hp 487005 061,hp,,0,7833305#10168558
"null , 3r a3851 aa hp 72 8 gb u320 scsi 15k new 2 pack wholesale price 2pack",description 2 x 72 8gb ultra320 3 5 inch scsi hot plug 15k hard drivein hpe hot plug hard drive tray as pictured genuine hpe serial number and firmwarepart number s option part 286778 b22 spare part 289243 001 2 5 2 part 3r a3851 aa,hp enterprise,specifications category proliant harddrive sub category 15k generation ultra320 part number 3r a3851 aa 2pack products id 454681 capacity 72 8gb manufacturer hewlett packard interface scsi enclosure internal hdd form factor 3 5 inches x 1 3h low profile spindle speed 15000rpm external data transfer rate 320mb s seek time 3 8ms average latency 2ms,"431943 003 hp 146 gb 15k 3 5 sp sas , null",description 2 x 146gb serial attached scsi sas 15k 3 5 inch single port hot plug hard drivein hpe drive tray as pictured for g1 g7 proliant serversgenuine number and firmwaregenuine certified drivepart s option part 375872 b21 s21 spare 376595 001 assembly 443169 002 392254 003 375698 431943 481653 model df146a4941 df146a9845 df146a8b57 df146abaa9 df146bafdu,hp enterprise,specifications category proliant harddrive sub category 15k generation sas part number 431943 003 2pack products id 455283 capacity 146gb interface serial attached scsi sas enclosure internal drive dimensions 3 5 inches x 1 3h low profile spindle speed 15000rpm external data transfer 3072mb s seek time 3 5ms hotswap yes manufacturer hewlett packard pre failure warranty yes hot swap tray included attached,0,16154180#17093279
"483513 b21 hp ddr pci e dual port hca , null new wholesale price",description hp ib 4x ddr pci e dual port host channel adapterpart number s manufacturer part 483513 b21,hp enterprise,specifications category proliant controller sub category hca generation dl585 g2 part number 483513 b21 products id 458110 manufacturer hp product type network adapter form factor plug in card cabling type 4x infiniband sff 8470 connectivity technology wired,"null , 408854 b21 hp 8gb 2x4gb pc2 5300p sdram kit",description genuine hpe 8gb 2x4gb registered pc2 5300p sdram kitpart number s option part 408854 b21 2 x 4gb spare 432670 001 1 assembly 405477 061,hp enterprise,specifications category proliant memory sub category genuine hp memory generation 667mhz part number 408854 b21 products id 143099 storage capacity 8gb 2 x 4gb technology ddr ii sdram form factor dimm 240 pin memory speed 667mhz pc2 5300 application server memory server model hp proliant compatibility hp proliant servers manufacturer hewlett packard hp serial number yes hp logo yes guaranteed genuine hp yes 408854 b21 compatible servers bl260c g5 bl2x220c g5 bl45p g2 bl465c g1 bl465c g5 bl495c g5 bl685c g1 bl685c g5 dl145 g3 dl165 g5 dl180 g5 dl185 g5 dl365 g1 dl365 g5 dl385 g2 dl385 g5 dl585 g2 dl585 g5 dl785 g5 ml150 g5,0,16970691#16855381
asrock 990fx killer am3 atx motherboard with usb 3 0 ln62617 scan uk,asrock 990fx killer amd motherboard am3 ddr3 pcie 2 0 x16 m 2 slot esata 3 sata iii 6gbs usb 3 0 atx,,,gigabyte ga z170 hd3p 1 0 motherboard atx lga1151 socket motherboards chassis cdwg com,gigabyte 100 series motherboards support the latest 6th generation intel core processors a 14nm desktop cpu which features improved performance power efficiency and support for ddr4 memory bringing cutting edge features and ultimate performance to your next pc build fast usb 3 1 offers a staggering 10gb s transfer speed 2x faster than usb 3 0 and backward compatibility with existing usb devices sata express combines the benefits of pci express and sata to provide much higher bandwidth featuring data transfer rates of up to 16gb s 4k resolution is the next technological milestone in high definition content delivery utilizing approximately 4 000 pixels on the horizontal axis more than four times today s standard hd pixel density gigabyte motherboards provide native 4k support with integrated intel hd graphics via hdmi,,,0,7188389#3315330
eg0146fartr hp 146 gb 6g 10k 2 5 dp sas hdd part,description 146gb 2 5 inch serial attached scsi sas sff 6g dual port hot plug 10k hard drivein hpe hot plug hard drive tray as pictured for g1 g7 proliant sas serversgenuine hpe serial number and firmwaregenuine hpe certified hard drivepart number s option part 507125 b21 spare part 507283 001 assembly part 518011 001 model eg0146fartr,hp enterprise,specifications manufacturer hp category hard drive sub category 10k generation sas part number hp eg0146fartr product id 457490 hp harddrives type hard drive hot swap capacity 146gb interface type serial attached scsi spindle speed 10000rpm ports dual port speed 6gb s,"null , eg0146fartr hp 146 gb 6g 10k 2 5 dp sas",description 5 x 146gb 2 inch serial attached scsi sas sff 6g dual port hot plug 10k hard drivein hpe drive tray as pictured for g1 g7 proliant serversgenuine number and firmwaregenuine certified drivepart s option part 507125 b21 spare 507283 001 assembly 518011 model eg0146fartr,hp enterprise,specifications category proliant harddrive sub category 10k generation sas part number eg0146fartr 5pack products id 463305 type hard drive hot swap capacity 146gb interface type serial attached scsi spindle speed 10000rpm ports dual port speed 6gb s,1,7437124#13721656
2 port dual displayport usb kvm switch with audio sv231dpddua novatech,2 x 1 4 x displayport digital audio video 2 x type b usb 4 x mini phone audio,startech,,startech 2 port kvm switch w audio superwarehouse sv231dpddua,,startech,,1,14224721#14853545
hp genuine 2gb 2x1gb 266mhz 184 pin ddr used tested clean 300680 b21 s detail page server nexus llc,,hp,,"null , 631671 b21 hp smart array p420 2gb controller",description hp smart array p420 2gb fbwc 6gb2 ports internal sas controllerpart number s option part 631671 b21 spare 633538 001,hp enterprise,specifications category proliant controller sub category smart array generation p420 2gb part number 631671 b21 products id 461057 manufacturer hp product type storage controller host interface pci express 3 0 x8 controller interface type serial attached scsi sas serial ata 6 data transfer rate 600mb s buffer size 2gb raid level 0 1 5 6 50 60 1 0 drive support 64 x logical memory 2gb ecc ddr3 sdram form factor low profile plug in card,0,11899545#16227773
"adaptateur displayport hdmi , c ble vga 6 audio extension dvi d",displayport to hdmi video adapter converter,,,sandisk sdsdunc 064g gn6in cvk 64gb 9p sdxc r80mb s 533x class 10 uhs i u1 ultra secure digi,sdsdunc 064g gn6in cvk 64gb 9p sdxc r80mb s 533x class 10 uhs i u1 sandisk ultra secure digital extended capacity card retail,sandisk,,0,14912412#7744179
gigabyte radeon rx 480 g1 gaming 4096mb gddr5 pci express graphics card gr ocuk,gv rx480g1 gaming 4gd core clock 1202mhz boost clock 1290mhz memory 4096mb 7000mhz gddr5 stream processors 2304 crossfire ready vr ready freesync ready 3 years warranty,gigabyte,,gigabyte tech geforce gtx 1060 mini itx pcie 3 0 x16 overclocked graphics card 6gb gddr5 gv n1060ixoc 6gd,,,,0,581109#7498404
hp elite x2 1012 g1 2 en 1 core m7 6y65 8gb 256gb ssd 4g lte tactil 12 w10pro omen gaming 15 ax005ns i7 6700hq 1tb nvidia gtx960 2gb 6,windows 10 pro procesador intel core m7 6y75 1 2 ghz hasta 3 1 ghz con tecnolog a intel turbo boost 4 mb de cach 2 n cleos pantalla t ctil ultra delgada con retroiluminaci n led fhd brightview wuxga uwva edp 12 1920 x1280 conectada directamente corning gorilla glass 4 memoria 8gb ram disco duro 256gb ssd con teclado est ndar combo de intel dual band wireless ac 8260 802 11a b g n ac 2x2 wifi y bluetooth 4 2m dulo de banda ancha m vil hp lt4120 qualcomm snapdragon x5 lte,,,hp zbook studio g3 i7 6700hq 8gb 256gb ssd m1000 4gb 15 6 fhd w7pro probook 640 i5 7200u 14 w10pro black friday 2017,windows 7 professional 64 procesador intel core i7 6700hq 15 6 led fhd uwva ips antirreflectante 1920 x 1080 memoria 8 gb ddr4 disco duro hp z de 256 gb ssd gr ficos nvidia quadro m1000m gddr5 dedicado de 4 gb combo de intel dual band wireless ac 8260 802 11 a b g n ac 2x2 no vpro wi fi y bluetooth 4 0,,,0,5658163#14928829
transcend 8gb usb flash drive 2 0 hard drives and jump unique photo,8gb usb flash drive,,,transcend jetflash 500 8gb blauw prijzen tweakers,,,categorie usb sticks merk transcend productserie jetflash product transcend jetflash 500 uitvoering 8gb blauw ean 0021111221597 0760557817567 3610170034223 4052305259450 5052217258304 5052711302251 5053460929492 7605578175674 sku ts8gjf500 tweakers id 274023 productprijs 8 90 pakketpost 2 50 ideal 0 totaal 11 40 onjuiste prijs melden productprijs 9 50 pakketpost vanaf 1 95 ideal 0 totaal 11 45 onjuiste prijs melden productprijs 7 26 pakketpost 5 95 ideal 0 totaal 13 21 onjuiste prijs melden productprijs 8 49 pakketpost tot 20 4 95 ideal 0 totaal 13 44 onjuiste prijs melden productprijs 8 99 pakketpost tot 100 4 95 ideal 0 totaal 13 94 onjuiste prijs melden productprijs 10 04 pakketpost dpd 3 95 ideal 0 totaal 13 99 onjuiste prijs melden productprijs 14 40 pakketpost 0 ideal 0 totaal 14 40 onjuiste prijs melden productprijs 10 95 pakketpost 3 95 ideal 0 totaal 14 90 onjuiste prijs melden productprijs 12 pakketpost tot 29 2 99 ideal 0 totaal 14 99 onjuiste prijs melden productprijs 13 31 pakketpost tot 29 95 1 99 ideal 0 totaal 15 30 onjuiste prijs melden productprijs 12 21 pakketpost tot 99 3 95 ideal 0 50 totaal 16 66 onjuiste prijs melden productprijs 11 95 pakketpost tot 50 4 95 ideal 0 totaal 16 90 onjuiste prijs melden productprijs 11 45 pakketpost nederland 7 50 ideal 0 totaal 18 95 onjuiste prijs melden productprijs 17 pakketpost nederland tot 75 5 ideal 0 totaal 22 onjuiste prijs melden,1,5337159#10950641
amd a series a8 5600k comprar em powerplanetonline,,amd,,amd fx 6300 six core 3 5 4 1ghz processor am3 14mb cache 95w retail box ncix,,,quick specs process technology 32 nm weight approximate 1 34 oz clock speed 3 50 ghz processor socket socket am3 l2 cache 6 mb l3 cache 8 mb width 3 4 processor core hexa core 6 core 64 bit processing yes thermal design power 95 w processor manufacturer amd overclocking speed 4 10 ghz productid 1023458786,0,7069693#14491675
amd a10 9700e boxed prijzen tweakers,,,categorie processors merk amd product amd a10 9700e uitvoering boxed ean 0730143308588 sku ad9700ahabbox tweakers id 932857 productprijs 85 99 pakketpost nederland vanaf 25 0 ideal 0 totaal 85 99 onjuiste prijs melden productprijs 84 pakketpost vanaf 1 99 ideal 0 totaal 85 99 onjuiste prijs melden productprijs 82 45 pakketpost 0 30 kg 4 95 ideal vanaf 10 0 totaal 87 40 onjuiste prijs melden productprijs 83 75 pakketpost nl dpd 4 95 ideal 0 totaal 88 70 onjuiste prijs melden productprijs 85 pakketpost dpd 3 95 ideal 0 totaal 88 95 onjuiste prijs melden productprijs 91 99 pakketpost 0 ideal 0 totaal 91 99 onjuiste prijs melden productprijs 86 26 pakketpost tot 99 5 95 ideal 0 50 totaal 92 71 onjuiste prijs melden productprijs 93 72 opsturen vanaf 50 0 ideal 0 totaal 93 72 onjuiste prijs melden productprijs 94 38 pakketpost vanaf 29 95 0 ideal 0 totaal 94 38 onjuiste prijs melden productprijs 95 95 pakketpost 3 95 ideal 0 totaal 99 90 onjuiste prijs melden,amd processor qc a10 9700e 3 0ghz 5ghz turbo 2mb l2 cache 35w 2400mhz ddr4 buy at connection public sector solutions,,,,1,15402754#10592413
apple macbook air 13 1 8ghz core i5 8gb 256gb pcie ssd hd 6000 mqd42ll a,,,,apple 21 5 imac intel core i5 8gb memory 1tb hard drive silver,imac features a gorgeous widescreen display powerful intel processors superfast graphics and more all in a stunningly thin enclosure that s only 5 mm thin at its edge,,,0,8036014#6759508
prodesk 600 sff monitor hp store espa a,preparado para la empresa el hp prodesk 600 sff es un pc con gran capacidad de expansi n opciones de conectividad flexibles una s lida seguridad as como caracter sticas completas que facilitan la gesti n todo ello en un elegante chasis redise ado para el lugar de trabajo moderno windows 10 pro 64 procesador intel core i5 7500 tarjeta gr fica intel hd graphics 630 memoria sdram de 8 gb ddr4 2400 disco duro sata de 7200 rpm 1 tb 3 5 3 a os de garant a limitada incluidos 3 a os de piezas mano de obra y servicio in situ al siguiente d a laborable los t rminos y las condiciones var an seg n el pa s existen ciertas restricciones y limitaciones,,,startech tx3 replacement fan superwarehouse fan7x15tx3,,startech,general product type case fan product material plastic color black fan system fan diameter 70 mm fan height 15 mm fan bearing dual ball bearing rotation speed 3500 rpm air flow total 28 cfm miscellaneous features fan speed monitoring manufacturer warranty service support 1 year warranty service support details limited warranty 1 year environmental parameters sound emission 34 db,0,13199405#15123496
